District,District Code,Facility Code,Reg No.,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),latitude,longitude,,,,,,,
Mchinji,MC,1616,,Gumba Health Post,Health Post,Government/public,Rural,,-13.42125,33.11137,,,,,,,
Mchinji,MC,1614,,Kazyozyo Health Post,Health Post,Government/public,Rural,,-13.57544,32.86387,,,,,,,
Mchinji,MC,1618,MCM/CHAM/RH/07,Our Lady of Mount Carmel Rural,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.56199,33.17369,,,,,,,
Mchinji,MC,1608,MCM/CHAM/RH/04,St. Joseph  Community Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.75862,32.99271,,,,,,,
Mchinji,MC,1603,MCM/CHAM/RH/05,St. Michael-Guillime,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.88998,33.07557,,,,,,,
Mchinji,MC,1619,,Alinafe Private Clinic,Clinic,Private for profit,Rural,,-13.83069,33.04117,,,,,,,
Mchinji,MC,1620,,Chabuka Private Clinic,Clinic,Private for profit,Rural,,-13.51775,32.95893,,,,,,,
Mchinji,MC,1621,,"Chitete, Alex . St. Alex Priva",Clinic,Private for profit,Rural,,-13.54479,33.17579,,,,,,,
Mchinji,MC,1622,MCM/C/084,BLM Mchinji Clinic,Clinic,NGO,Urban,,-13.79508,32.89221,,,,,,,
Mchinji,MC,1623,,ITES Medical Clinic,Clinic,Private for profit,Urban,,-13.7951,32.89124,,,,,,,
Mchinji,MC,1624,,Jumpha Private Clinic,Clinic,Private for profit,Rural,,-13.92459,33.22757,,,,,,,
Mchinji,MC,1625,,Madalitso Private Clinic,Clinic,Private for profit,Rural,,-13.42256,33.11103,,,,,,,
Mchinji,MC,1626,,Nyoka,Health Post,Government/public,Rural,,-13.699629,32.906609,,,,,,,
Mchinji,MC,1627,,Mtanga,Health Post,Millenium Village Project,Rural,,-13.923819,33.26125,,,,,,,
Mchinji,MC,1628,,Waliranji 2,Health Post,Government/public,Rural,,-13.97113,33.272523,,,,,,,
Mchinji,MC,1629,,Malewa,Health Post,Government/public,Rural,,-13.432241,33.030532,,,,,,,
Mchinji,MC,1630,,Pitala,Health Post,Government/public,Rural,,-13.549752,33.025904,,,,,,,
Mchinji,MC,1631,,Mwase,Health Post,Government/public,Rural,,-13.474622,32.859528,,,,,,,
Mchinji,MC,1632,,Katutula,Health Post,Government/public,Rural,,-13.440388,32.904728,,,,,,,
Mchinji,MC,1633,MCM/CHAM/HC/33,Kapiri,Health Centre,CHAM,,,,,,,,,,,
Mchinji,MC,1634,,Ludzi,Health Post,Government/public,,,,,,,,,,,
Mchinji,MC,1635,,Fanuel Dispensary,Dispensary,Government/public,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Dedza,DZ,1707,MCM/MOH/DH/12,Dedza District Hospital,District Hospital,Government/public,Rural,,-14.38596,34.33547,,,,,,,
Dedza,DZ,1702,MCM/MOH/HC/101,Chikuse Health Centre,Health Centre,Government/public,Urban,,-14.15069,34.31881,,,,,,,
Dedza,DZ,1703,MCM/MOH/HC/103,Chimoto Health Centre,Health Centre,Government/public,Rural,,-14.44268,34.01021,,,,,,,
Dedza,DZ,1705,MCM/MOH/HC/99,Chitowo Health Centre,Health Centre,Government/public,Rural,,-14.22584,34.03961,,,,,,,
Dedza,DZ,1708,MCM/MOH/HC/301,Dzindevu Health Centre,Health Centre,Government/public,Rural,,-14.20004,34.35998,,,,,,,
Dedza,DZ,1727,MCM/MOH/HC/163,Golomoti Health Centre,Health Centre,Government/public,Rural,,-14.41303,34.60092,,,,,,,
Dedza,DZ,1709,MCM/MOH/HC/102,Kafere Health Centre,Health Centre,Government/public,Rural,,-14.43168,33.71746,,,,,,,
Dedza,DZ,1710,MCM/MOH/HC/100,Kalulu Health Centre,Health Centre,Government/public,Rural,,-13.99695,34.19753,,,,,,,
Dedza,DZ,1712,MCM/MOH/HC/298,Kanyezi Health Centre,Health Centre,Government/public,Rural,,-14.31391,33.95303,,,,,,,
Dedza,DZ,1713,MCM/MOH/RH/15,Kaphuka Health Centre,Health Centre,Government/public,Rural,,-14.16013,34.19001,,,,,,,
Dedza,DZ,1715,MCM/MOH/HC/104,Lobi Health Centre,Health Centre,Government/public,Rural,,-14.39034,34.07182,,,,,,,
Dedza,DZ,1716,MCM/MOH/HC/300,Maonde Health Centre,Health Centre,Government/public,Rural,,-14.4057,34.11592,,,,,,,
Dedza,DZ,1718,MCM/MOH/HC/299,Mayani Health Centre,Health Centre,Government/public,Rural,,-14.09697,34.24281,,,,,,,
Dedza,DZ,1725,MCM/MOH/HC/297,Mganja Health Centre,Health Centre,Government/public,Rural,,-14.42048,34.52305,,,,,,,
Dedza,DZ,1720,MCM/MOH/HC/106,Mlangali Health Centre,Health Centre,Government/public,Rural,,-14.41322,34.27274,,,,,,,
Dedza,DZ,1721,MCM/MOH/HC/105,Mphathi Health Centre,Health Centre,Government/public,Rural,,-14.45516,34.07683,,,,,,,
Dedza,DZ,1733,MCM/MOH/HC/169,Mtakataka Health Centre,Health Centre,Government/public,Rural,,-14.22745,34.51474,,,,,,,
Dedza,DZ,1706,MCM/MOH/HC/293,Chongoni College of Forestry D/Health Center,Dispensary,Government/public,Rural,,-14.31971,34.26677,,,,,,,
Dedza,DZ,1739,MCM/MOH/HC/295,Kaname/Mdeza Dispensary/Health Center,Dispensary,Government/public,Rural,,-14.23517,33.9677,,,,,,,
Dedza,DZ,1731,MCM/MOH/HC/294,Mjini Dispensary/Health Center,Dispensary,Government/public,Rural,,-14.04457,34.23867,,,,,,,
Dedza,DZ,1732,,Ntakataka Police Dispensary,Health Centre,Government/public,Rural,,-14.22581,34.51119,,,,,,,
Dedza,DZ,1724,MCM/MOH/HC/296,Tsoyo Dispensary/Health Center,Dispensary,Government/public,Rural,,-14.08098,34.16138,,,,,,,
Dedza,DZ,1735,MCM/CHAM/DH/17,Mua Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Urban,,-14.28307,34.50972,,,,,,,
Dedza,DZ,1701,MCM/CHAM/HC/71,Bembeke Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.35825,34.42432,,,,,,,
Dedza,DZ,1711,MCM/CHAM/HC/83,Kanyama Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.24015,34.32356,,,,,,,
Dedza,DZ,1714,MCM/CHAM/RH/68,Kasina Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Urban,,-14.143,34.13183,,,,,,,
Dedza,DZ,1729,,Kaundu Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.29368,34.62839,,,,,,,
Dedza,DZ,1717,MCM/CHAM/RH/52,Matumba Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.37283,33.90594,,,,,,,
Dedza,DZ,1719,MCM/CHAM/RH/52,Mikondo Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.44767,33.93951,,,,,,,
Dedza,DZ,1722,MCM/CHAM/HC/51,Mphunzi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.37933,34.17539,,,,,,,
Dedza,DZ,1723,MCM/CHAM/RH/40,Mtendere Health Centre,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.32271,34.09373,,,,,,,
Dedza,DZ,1736,MCM/CHAM/RH/43,Nakalanzi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.20233,34.54819,,,,,,,
Dedza,DZ,1704,,Chiphwanya Health Centre (St.,Health Centre,Private for profit,Rural,,-14.07547,34.2536,,,,,,,
Dedza,DZ,1738,,Tiyese Maternity Clinic,Maternity,Private for profit,Rural,,-14.29613,34.16295,,,,,,,
Dedza,DZ,1740,,"Bowa, Labarson B. Kapiri Priva",Clinic,Private for profit,Rural,,-14.3102,34.65581,,,,,,,
Dedza,DZ,1741,,"Chizimba, Richard M. Vizimba P",Clinic,Private for profit,Rural,,-14.37657,34.33303,,,,,,,
Dedza,DZ,1742,,"Phuma, Damiano A. F. Tanyaze P",Clinic,Private for profit,Rural,,-14.30778,34.08123,,,,,,,
Dedza,DZ,1743,MCM/C/064,Dedza BLM,Clinic,NGO,Rural,,-14.37625,34.33035,,,,,,,
Dedza,DZ,1744,,Kanyerere,Health Post,Government/public,Rural,,-13.966356,34.226041,,,,,,,
Dedza,DZ,1745,,Mjini,Dispensary,Government/public,Rural,,-14.044388,34.238785,,,,,,,
Dedza,DZ,1746,,Mpombe,Health Post,Government/public,Rural,,-13.985608,34.306285,,,,,,,
Dedza,DZ,1747,,Mtemwende,Health Post,Government/public,Rural,,-14.151969,34.264936,,,,,,,
Dedza,DZ,1748,,Chilamba,Health Post,Government/public,Rural,,-14.356998,34.235692,,,,,,,
Dedza,DZ,1749,,Mdeza Health Center,Dispensary,Government/public,Rural,,-14.235172,33.967588,,,,,,,
Dedza,DZ,1750,,Kachindamoto,Health Post,Government/public,Rural,,,,,,,,,,
Dedza,DZ,1751,,MAIC,Health Post,Government/public,Rural,,,,,,,,,,
Dedza,DZ,1752,MCM/CHAM/RH/41,St Joseph's Health Center,Health Centre,Christian Health Association of Malawi (CHAM),,,,,,,,,,,
Ntcheu,NU,1827,MCM/MOH/DH/16,Ntcheu District Hospital,District Hospital,Government/public,Urban,,-14.81698,34.63823,,,,,,,
Ntcheu,NU,1801,MCM/MOH/HC/73,Bilila Health Centre,Health Centre,Government/public,Rural,,-14.82489,34.85134,,,,,,,
Ntcheu,NU,1802,MCM/MOH/HC/81,Biliwiri Health Cnetre,Health Centre,Government/public,Rural,,-14.817,34.638306,,,,,,,
Ntcheu,NU,1803,MCM/MOH/HC/76,Bwanje Health Centre,Health Centre,Government/public,Rural,,-14.64857,34.77445,,,,,,,
Ntcheu,NU,1838,,Champiti Health Centre,Health Centre,Government/public,Rural,,-14.90241,34.73185,,,,,,,
Ntcheu,NU,1805,MCM/MOH/HC/78,Chikande Health Centre,Health Centre,Government/public,Rural,,-14.77261,34.90768,,,,,,,
Ntcheu,NU,1806,MCM/MOH/HC/86,Doviko Health Centre,Health Centre,Government/public,Rural,,-15.0822,34.59094,,,,,,,
Ntcheu,NU,1839,MCM/MOH/HC/85,Dzunje Health Centre,Health Centre,Government/public,Rural,,-14.80787,34.73608,,,,,,,
Ntcheu,NU,1811,,Kampanje Health Centre,Health Post,Government/public,Rural,,-14.59947,34.58684,,,,,,,
Ntcheu,NU,1812,MCM/MOH/HC/74,Kandeu Health Centre,Health Centre,Government/public,Rural,,-14.60262,34.61621,,,,,,,
Ntcheu,NU,1813,MCM/MOH/HC/84,Kapeni Health Centre,Health Centre,Government/public,Rural,,-15.00511,34.77059,,,,,,,
Ntcheu,NU,1814,MCM/MOH/HC/75,Kasinje Health Centre,Health Centre,Government/public,Rural,,-14.52315,34.67642,,,,,,,
Ntcheu,NU,1815,MCM/MOH/HC/80,Katsekera Health Centre,Health Centre,Government/public,Rural,,-15.03336,34.64072,,,,,,,
Ntcheu,NU,1816,MCM/MOH/HC/82,Lizulu Health Centre,Health Centre,Government/public,Rural,,-14.51775,34.46547,,,,,,,
Ntcheu,NU,1817,,Manjawira Health Centre,Health Centre,Government/public,Rural,,-15.00254,34.85709,,,,,,,
Ntcheu,NU,1820,MCM/MOH/HC/79,Mlangeni Health Centre,Health Centre,Government/public,Rural,,-14.67662,34.53672,,,,,,,
Ntcheu,NU,1826,MCM/MOH/HC/77,Nsiyaludzu Health Centre,Health Centre,Government/public,Rural,,-14.93648,34.87425,,,,,,,
Ntcheu,NU,1810,,Kaloga Maternity,Maternity,Government/public,Rural,,-14.90706,34.58044,,,,,,,
Ntcheu,NU,1807,,Dzonzi Mvai Dispensary,Dispensary,Government/public,Rural,,-14.94827,34.64306,,,,,,,
Ntcheu,NU,1840,MCM/MOH/HC/83,Masasa Dispensary,Dispensary,Government/public,Rural,,-14.4334,34.42243,,,,,,,
Ntcheu,NU,1822,,Mphepozinayi Dispensary,Dispensary,Government/public,Rural,,-14.73586,34.66115,,,,,,,
Ntcheu,NU,1841,,Namisu Dispensary,Dispensary,Government/public,Rural,,-15.08352,34.78138,,,,,,,
Ntcheu,NU,1842,,Phanga Dispensary,Dispensary,Government/public,Rural,,-14.34498,34.72016,,,,,,,
Ntcheu,NU,1843,,Likudzi U5 Clinic Health Post,Health Post,Government/public,Rural,,-15.11015,34.82945,,,,,,,
Ntcheu,NU,1844,,Machereza Health Post,Health Post,Government/public,Rural,,-15.20665,34.84761,,,,,,,
Ntcheu,NU,1836,MCM/CHAM/RH/42,Sr. Tereza Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.99902,34.82815,,,,,,,
Ntcheu,NU,1804,MCM/CHAM/HC/52,Chigodi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.49194,34.54126,,,,,,,
Ntcheu,NU,1808,MCM/CHAM/RH/24,Ganya Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.60964,34.61808,,,,,,,
Ntcheu,NU,1809,MCM/CHAM/RH/02,Gowa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.69906,34.59001,,,,,,,
Ntcheu,NU,1841,MCM/CHAM/HC/73,Lake View Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.64251,34.55371,,,,,,,
Ntcheu,NU,1818,MCM/CHAM/RH/35,Matanda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.10516,34.66845,,,,,,,
Ntcheu,NU,1819,MCM/CHAM/HC/58,Mlanda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Urban,,-14.47886,34.45988,,,,,,,
Ntcheu,NU,1823,MCM/CHAM/RH/22,Mtonda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.02,34.75144,,,,,,,
Ntcheu,NU,1828,MCM/CHAM/RH/30,Mzama Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.89375,34.58597,,,,,,,
Ntcheu,NU,1825,MCM/CHAM/RH/29,Nsipe Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.86434,34.75233,,,,,,,
Ntcheu,NU,1829,MCM/CHAM/HC/19,Senzani Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.07865,34.85783,,,,,,,
Ntcheu,NU,1830,MCM/CHAM/RH/28,Sharpe Valley Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.61103,34.7369,,,,,,,
Ntcheu,NU,1831,MCM/CHAM/RH/33,Tsangano Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.17401,34.61117,,,,,,,
Ntcheu,NU,1824,,Mluma Dispensary,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-14.71894,34.6355,,,,,,,
Ntcheu,NU,1845,MCM/C/175,Chiole Clinic,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-14.79743,34.64265,,,,,,,
Ntcheu,NU,1846,,"Chiwambo, Kinwell JBT Kanandi",Dispensary,Private for profit,Urban,,-14.7772,34.56924,,,,,,,
Ntcheu,NU,1847,,"Lipande, MacDonald. Tachira Bi",Dispensary,Private for profit,Rural,,-14.65106,34.5566,,,,,,,
Ntcheu,NU,1848,,"Pasulani, Emerson E. Chilitsen",Dispensary,Private for profit,Urban,,-14.81517,34.64374,,,,,,,
Ntcheu,NU,1849,,"Phalira, Hudson J. Machanza Pr",Dispensary,Private for profit,Rural,,-14.65035,34.56074,,,,,,,
Ntcheu,NU,1850,MCM/C/213,Solomon Village Clinic,Dispensary,Mission/ Faith-based (other than CHAM),Rural,,-14.70821,34.87077,,,,,,,
Ntcheu,NU,1851,MCM/C/088,BLM Ntcheu Clinic,Dispensary,NGO,Urban,,-14.81394,34.63512,,,,,,,
Ntcheu,NU,1852,MCM/C/222,FamilyPlanning Association of Malawi Clinic,Dispensary,NGO,Urban,,-14.80935,34.62561,,,,,,,
Ntcheu,NU,1853,,Matchereza Health Post,Health Post,Government/public,Rural,,-15.20675,34.8479,,,,,,,
Ntcheu,NU,1854,,Chikowa Dispensary,Dispensary,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1855,,Kwataine Dispensary,Dispensary,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1856,,Muluma,Health Post,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1857,,Bayani,Health Post,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1858,,Kalimanjira,Health Post,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1859,,Mikoke,Health Post,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1860,,Kambilonjo Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Ntcheu,NU,1861,MCM/C/212,Matewere Village Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2517,,Mangochi District Hospital,District Hospital,Government/public,Urban,83702,-14.48191,35.26527,,,,,,,
Mangochi,MH,2539,,Assalam Clinic,Clinic,Mission/ Faith-based (other than CHAM),Rural,10042,-14.54537,35.19221,,,,,,,
Mangochi,MH,2581,,Bamuzi Post,Clinic,Government/public,,,,,,,,,,,
Mangochi,MH,2567,MCM/C/152,Billy Riordan Memorial Dispensary,Clinic,NGO,Rural,,-14.03205,34.84044,,,,,,,
Mangochi,MH,2501,,Chikole Health Centre,Health Centre,Government/public,Rural,8456,-14.422,35.38427,,,,,,,
Mangochi,MH,2502,,Chilipa Health Centre,Health Centre,Government/public,Rural,34522,-14.6996,34.9732,,,,,,,
Mangochi,MH,2541,,Chilonga Health care,Health Centre,Government/public,Rural,16991,-14.46684,34.87097,,,,,,,
Mangochi,MH,2532,,Chiponde Dispensary,Dispensary,Government/public,Rural,10951,-14.37341,35.6017,,,,,,,
Mangochi,MH,2503,,Chiumbangame Dispensary,Dispensary,Government/public,Rural,9942,-14.31739,35.55721,,,,,,,
Mangochi,MH,2533,,Chiunda Dispensary,Dispensary,Government/public,Rural,36825,-14.77744,35.43901,,,,,,,
Mangochi,MH,2534,,Iba Dispensary,Dispensary,Government/public,Rural,17887,-14.30711,35.39707,,,,,,,
Mangochi,MH,2504,,Jalasi Health Centre,Health Centre,Government/public,Rural,30176,-14.36298,35.44253,,,,,,,
Mangochi,MH,2535,,Kadango Dispensary,Dispensary,Government/public,Rural,12898,-14.06223,35.18629,,,,,,,
Mangochi,MH,2562,,"Kanyerere, Stuart. Stuka Priva",Dispensary,Private for profit,Urban,,-14.48245,35.26128,,,,,,,
Mangochi,MH,2566,MCM/CHAM/HC/08,Kapire Dream Centre,Dispensary,NGO,Rural,,-14.786,34.99902,,,,,,,
Mangochi,MH,2505,,Kapire Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,13698,-14.78576,34.99945,,,,,,,
Mangochi,MH,2506,MCM/CHAM/RH/14,Katema Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,36223,-14.52563,35.03761,,,,,,,
Mangochi,MH,2507,,Katuli Health Centre,Health Centre,Government/public,Rural,31442,-14.17962,35.44476,,,,,,,
Mangochi,MH,2563,,"Kayumba, Jerome. Tulame Privat",Clinic,Private for profit,Rural,,-14.69346,35.17977,,,,,,,
Mangochi,MH,2508,MCM/CHAM/HC/17,Koche Community Hospital,Health Centre,Christian Health Association of Malawi (CHAM),Rural,47701,-14.33343,35.14335,,,,,,,
Mangochi,MH,2509,,Kukalanga Dispensary,Dispensary,Government/public,Rural,44776,-14.63744,35.18031,,,,,,,
Mangochi,MH,2578,,Liwonde Medical Clinic,Dispensary,Private for profit,Rural,,-15.06782,35.22473,,,,,,,
Mangochi,MH,2510,MCM/CHAM/RH/14,Lugola Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,19695,-13.96144,35.14285,,,,,,,
Mangochi,MH,2572,,Lukoloma Health Post,Dispensary,Government/public,Rural,,-13.834763,35.103171,,,,,,,
Mangochi,MH,2511,,Lulanga Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,42834,-13.68744,34.91742,,,,,,,
Mangochi,MH,2512,,Lungwena Health Centre,Health Centre,Government/public,Rural,36455,-14.24501,35.24804,,,,,,,
Mangochi,MH,2513,,Luwalika Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,25972,-14.23797,35.46952,,,,,,,
Mangochi,MH,2580,MCM/C/155,Madinah Social Services Mobile Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2514,MCM/CHAM/HC/63,Makanjira Health Centre,Health Centre,Government/public,Rural,42460,-13.71591,35.04704,,,,,,,
Mangochi,MH,2569,,Malalwi Army Marine Dispensary,Dispensary,Government/public,Urban,,-14.073,34.91684,,,,,,,
Mangochi,MH,2545,MCM/C/004,Maldeco Fisheries Clinic,Dispensary,Government/public,Rural,,-14.3335,35.1492,,,,,,,
Mangochi,MH,2515,,Malembo Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,34024,-14.23628,34.82524,,,,,,,
Mangochi,MH,2555,,Maleta Health Post,Health Post,Government/public,Rural,,-13.92942,35.26355,,,,,,,
Mangochi,MH,2536,,Malombe Dispensary,Dispensary,Government/public,Rural,23316,-14.6305,35.34912,,,,,,,
Mangochi,MH,2542,,Malukula Health Centre,Health Centre,Government/public,Rural,10541,-14.44362,35.35582,,,,,,,
Mangochi,MH,2564,MCM/C/262,Mama Khadija Private Clinic Na,Dispensary,Private for profit,Rural,,-14.3708,35.49405,,,,,,,
Mangochi,MH,2568,MCM/C/074,Mangochi BLM,Dispensary,NGO,Urban,,-14.48185,35.26157,,,,,,,
Mangochi,MH,2573,,Maoni Health Post,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-14.51126,34.997467,,,,,,,
Mangochi,MH,2518,MCM/CHAM/RH/16,Mase Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,33739,-14.58096,35.36386,,,,,,,
Mangochi,MH,2556,,Mbalama Dispensary,Dispensary,Government/public,Rural,,-14.71435,35.49846,,,,,,,
Mangochi,MH,2519,,Mkumba Health Centre,Health Centre,Government/public,Rural,48676,-14.5946,35.52517,,,,,,,
Mangochi,MH,2520,,Monkeybay Community Hospital,Rural/Community Hospital,Government/public,Rural,46984,-14.08468,34.91104,,,,,,,
Mangochi,MH,2521,,Mpondasi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,20776,-14.45347,35.24387,,,,,,,
Mangochi,MH,2537,,Mtimabi Health Centre,Health Centre,Government/public,Rural,38758,-14.61111,35.08273,,,,,,,
Mangochi,MH,2531,MCM/CHAM/RH/62,Mulibwanji Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,8282,-14.51145,35.58797,,,,,,,
Mangochi,MH,2577,,Mwatakata Health Post,Health Post,Government/public,Rural,,-14.755091,35.112111,,,,,,,
Mangochi,MH,2522,MCM/CHAM/HC/09,Namalaka Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,11810,-14.12384,35.19301,,,,,,,
Mangochi,MH,2523,,Namwera Health Centre,Rural/Community Hospital,Government/public,Rural,18407,-14.3637,35.50221,,,,,,,
Mangochi,MH,2524,,Nancholi Dispensary,Dispensary,Government/public,Rural,19799,-14.47803,35.58667,,,,,,,
Mangochi,MH,2525,,Nangalamu Health Centre,Health Centre,Government/public,Rural,26069,-14.48148,35.67288,,,,,,,
Mangochi,MH,2526,MCM/CHAM/RH/18,Nankhwali Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,11326,-14.1351,34.84488,,,,,,,
Mangochi,MH,2527,,Nankumba Health Centre,Health Centre,Government/public,Rural,29368,-14.36521,34.82361,,,,,,,
Mangochi,MH,2557,,Ngala Health Post,Health Post,Government/public,Rural,,-14.65773,35.07712,,,,,,,
Mangochi,MH,2540,MCM/C/143,Ngapani Sable Health Centre,Health Centre,Private for profit,Rural,16379,-14.0296,35.33773,,,,,,,
Mangochi,MH,2576,,Ngatala Health Post,Health Post,Government/public,Rural,,-14.657656,35.077156,,,,,,,
Mangochi,MH,2528,,Nkope Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,28101,-14.19733,35.03944,,,,,,,
Mangochi,MH,2565,,"Perekamoyo, William D. Mphatso",Dispensary,Private for profit,Rural,,-14.08575,34.91427,,,,,,,
Mangochi,MH,2529,,Phirilongwe Health Centre,Health Centre,Government/public,Rural,23473,-14.58847,34.89938,,,,,,,
Mangochi,MH,2538,,Sinyala Dispensary,Dispensary,Government/public,Rural,17116,-14.58386,35.57626,,,,,,,
Mangochi,MH,2530,MCM/CHAM/RH/63,Sister Martha Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,14520,-14.38531,35.53555,,,,,,,
Mangochi,MH,2579,,Somba Health Centre,Dispensary,Government/public,Rural,,-14.64701,35.53803,,,,R,,,Liwonde Town
Mangochi,MH,2571,,St. Johns Seminary,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.54678,35.17842,,,,R,,,SC Mbwana Nyambi
Mangochi,MH,2516,MCM/CHAM/RH/34,St. Martins Mission Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,36267,-14.34759,35.29375,,,,,,,
Mangochi,MH,2560,PMPB/DL/354,Umodzi Clinic,Dispensary,Private for profit,Urban,,-14.47692,35.2643,,,,,,,
Mangochi,MH,2582,,Maganga,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2583,,Misolo,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2584,,Chapola,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2585,MCM/C/284,DMI-St. John the Baptist University Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2586,MCM/C/385,Mehboob Memorial Centre,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2587,PMPB/DL/201,Stuka Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2588,PMPB/DL/224,Mphatso Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2589,PMPB/DL/288,Tulame Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2590,PMPB/DL/357,Madalitso Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2591,PMPB/DL/527,Logos pvt clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2592,PMPB/DL/544,Atupele Pvt Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Machinga,MHG,2605,,Machinga District Hospital,District Hospital,Government/public,Urban,,-15.06229,35.2263,,,,,,,
Machinga,MHG,2624,,Alinafe Private,Dispensary,Private for profit,Rural,,-14.79853,35.44326,,,,,,,
Machinga,MHG,2628,MCM/C/083,BLM Liwonde Clinic,Dispensary,NGO,Rural,,-15.0694,35.22766,,,,,,,
Machinga,MHG,2601,,Chamba Dispensary,Dispensary,Government/public,Rural,,-15.20234,35.42137,,,,,,,
Machinga,MHG,2637,,CHAPUSA,Health Post,Government/public,Rural,,-14.94175,35.613673,,,,,,,
Machinga,MHG,2602,,Chikweo Health Centre,Health Centre,Government/public,Rural,,-14.7655,35.66691,,,,,,,
Machinga,MHG,2631,,CHIMBIRA,Health Post,Government/public,Rural,,-14.601369,35.805155,,,,,,,
Machinga,MHG,2633,,CHIPOLONGA,Health Post,Government/public,Rural,,-14.855441,35.685485,,,,,,,
Machinga,MHG,2634,,CHISUWI,Health Post,Government/public,Rural,,-14.968767,35.45754,,,,,,,
