District,District Code,Facility Code,Reg No.,DHIS2 CODE,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),LATITUDE,LONGITUDE,,,,,,,
Lilongwe,LL,7019,MCM/C/251,0,Cross Roads Dental Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7020,MCM/C/220,0,Hope Village Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7021,MCM/C/209,0,Kapeni Clinic - Project Malawi,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7022,MCM/C/48,0,Kim's Medical Centre,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7023,MCM/C/ 131,-1,Life Line Medical Clinic - Ngozi,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7024,MCM/C/223,-1,Life Line Medical Clinic - Kasese,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7025,MCM/C/184,0,Malawi Institute of Management Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7026,MCM/C/226,0,Ministry of Hope Health Clinic - Area 47,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7027,MCM/C/252,0,Minoo's Dental Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7028,MCM/LG/HC/06,0,Lilongwe City Assembly - Mtsiriza Clinic,Dispensary,Government/public,Urban,,,,,,,,,,
Lilongwe,LL,7029,MCM/C/08,0,Vision Care - Area 14,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7030,MCM/C/227,0,Watch Tower Society,Dispensary,NGO,Urban,,,,,,,,,,
Lilongwe,LL,7031,MCM/C/335,0,Area 36 Living Waters Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7032,MCM/C/375,0,Kachi Pvt Clinic - Area 18A,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7033,MCM/C/308,0,"St. John of God, Lilongwe Service Centre",Health Centre,Christian Health Association of Malawi (CHAM),Urban,,,,,,,,,,
Lilongwe,LL,7034,MCM/C/404,0,Merry Year Health Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mchinji,MC,1609,MCM/MOH/DH/11,1609,Mchinji District Hospital,District Hospital,Government/public,Urban,,-13.802730,32.887160,,,,,,,
Mchinji,MC,1607,MCM/MOH/RH/17,1607,Kochilira Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-13.782390,33.043850,,,,,,,
Mchinji,MC,1601,MCM/MOH/HC/107,1601,Chiosya Health Centre,Health Centre,Government/public,Rural,,-13.795860,33.175340,,,,,,,
Mchinji,MC,1602,MCM/MOH/HC/112,1602,Chipumi Health Centre,Health Centre,Government/public,Rural,,-13.625190,33.081510,,,,,,,
Mchinji,MC,1604,MCM/MOH/HC/111,1604,Kaigwazanga Health Centre,Health Centre,Government/public,Rural,,-13.626780,32.928360,,,,,,,
Mchinji,MC,1605,MCM/MOH/HC/109,1605,Kapanga Health Centre,Health Centre,Government/public,Rural,,-14.059970,33.306260,,,,,,,
Mchinji,MC,1610,MCM/MOH/HC/113,1610,Mikundi Health Centre,Health Centre,Government/public,Rural,,-13.707510,33.138210,,,,,,,
Mchinji,MC,1611,MCM/MOH/HC/114,1611,Mkanda Health Centre,Health Centre,Government/public,Rural,,-13.514600,32.960850,,,,,,,
Mchinji,MC,1612,MCM/MOH/108,1612,Nkhwazi Health Centre,Health Centre,Government/public,Rural,,-13.923690,33.226720,,,,,,,
Mchinji,MC,1613,MCM/MOH/HC/110,1613,Tembwe Health Centre,Health Centre,Government/public,Rural,,-13.901130,33.062260,,,,,,,
Mchinji,MC,1615,,1615,Namizana Clinic,Dispensary,Government/public,Rural,,-14.001950,33.246300,,,,,,,
Mchinji,MC,1617,,1617,Chimwankango Health Post,Health Post,Government/public,Rural,,-13.404610,32.993570,,,,,,,
Mchinji,MC,1616,,1616,Gumba Health Post,Health Post,Government/public,Rural,,-13.421250,33.111370,,,,,,,
Mchinji,MC,1614,,1614,Kazyozyo Health Post,Health Post,Government/public,Rural,,-13.575440,32.863870,,,,,,,
Mchinji,MC,1618,MCM/CHAM/RH/07,0,Our Lady of Mount Carmel Rural,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.561990,33.173690,,,,,,,
Mchinji,MC,1608,MCM/CHAM/RH/04,1608,St. Joseph  Community Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.758620,32.992710,,,,,,,
Mchinji,MC,1603,MCM/CHAM/RH/05,1603,St. Michael-Guillime,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.889980,33.075570,,,,,,,
Mchinji,MC,1619,,0,Alinafe Private Clinic,Dispensary,Private for profit,Rural,,-13.830690,33.041170,,,,,,,
Mchinji,MC,1620,,0,Chabuka Private Clinic,Dispensary,Private for profit,Rural,,-13.517750,32.958930,,,,,,,
Mchinji,MC,1621,,0,"Chitete, Alex . St. Alex Priva",Dispensary,Private for profit,Rural,,-13.544790,33.175790,,,,,,,
Mchinji,MC,1622,MCM/C/084,0,BLM Mchinji Clinic,Dispensary,NGO,Urban,,-13.795080,32.892210,,,,,,,
Mchinji,MC,1623,,0,ITES Medical Clinic,Dispensary,Private for profit,Urban,,-13.795100,32.891240,,,,,,,
Mchinji,MC,1624,,0,Jumpha Private Clinic,Dispensary,Private for profit,Rural,,-13.924590,33.227570,,,,,,,
Mchinji,MC,1625,,0,Madalitso Private Clinic,Dispensary,Private for profit,Rural,,-13.422560,33.111030,,,,,,,
Mchinji,MC,1626,,0,Nyoka,Health Post,Government/public,Rural,,-13.699629,32.906609,,,,,,,
Mchinji,MC,1627,,0,Mtanga,Health Post,Millenium Village Project,Rural,,-13.923819,33.26125,,,,,,,
Mchinji,MC,1628,,0,Waliranji 2,Health Post,Government/public,Rural,,-13.97113,33.272523,,,,,,,
Mchinji,MC,1629,,0,Malewa,Health Post,Government/public,Rural,,-13.432241,33.030532,,,,,,,
Mchinji,MC,1630,,0,Pitala,Health Post,Government/public,Rural,,-13.549752,33.025904,,,,,,,
Mchinji,MC,1631,,0,Mwase,Health Post,Government/public,Rural,,-13.474622,32.859528,,,,,,,
Mchinji,MC,1632,,0,Katutula,Health Post,Government/public,Rural,,-13.440388,32.904728,,,,,,,
Mchinji,MC,1633,MCM/CHAM/HC/33,1633,Kapiri,Health Centre,CHAM,,,,,,,,,,,
Mchinji,MC,1634,,-1,Ludzi,Health Post,Government/public,,,,,,,,,,,
Mchinji,MC,1635,,1618,Fanuel Dispensary,Dispensary,Government/public,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Dedza,DZ,1707,MCM/MOH/DH/12,1707,Dedza District Hospital,District Hospital,Government/public,Rural,,-14.385960,34.335470,,,,,,,
Dedza,DZ,1702,MCM/MOH/HC/101,1702,Chikuse Health Centre,Health Centre,Government/public,Urban,,-14.150690,34.318810,,,,,,,
Dedza,DZ,1703,MCM/MOH/HC/103,1703,Chimoto Health Centre,Health Centre,Government/public,Rural,,-14.442680,34.010210,,,,,,,
Dedza,DZ,1705,MCM/MOH/HC/99,1705,Chitowo Health Centre,Health Centre,Government/public,Rural,,-14.225840,34.039610,,,,,,,
Dedza,DZ,1708,MCM/MOH/HC/301,1708,Dzindevu Health Centre,Health Centre,Government/public,Rural,,-14.200040,34.359980,,,,,,,
Dedza,DZ,1727,MCM/MOH/HC/163,1727,Golomoti Health Centre,Health Centre,Government/public,Rural,,-14.413030,34.600920,,,,,,,
Dedza,DZ,1709,MCM/MOH/HC/102,0,Kafere Health Centre,Health Centre,Government/public,Rural,,-14.431680,33.717460,,,,,,,
Dedza,DZ,1710,MCM/MOH/HC/100,1710,Kalulu Health Centre,Health Centre,Government/public,Rural,,-13.996950,34.197530,,,,,,,
Dedza,DZ,1712,MCM/MOH/HC/298,1712,Kanyezi Health Centre,Health Centre,Government/public,Rural,,-14.313910,33.953030,,,,,,,
Dedza,DZ,1713,MCM/MOH/RH/15,1713,Kaphuka Health Centre,Health Centre,Government/public,Rural,,-14.160130,34.190010,,,,,,,
Dedza,DZ,1715,MCM/MOH/HC/104,1715,Lobi Health Centre,Health Centre,Government/public,Rural,,-14.390340,34.071820,,,,,,,
Dedza,DZ,1716,MCM/MOH/HC/300,1716,Maonde Health Centre,Health Centre,Government/public,Rural,,-14.405700,34.115920,,,,,,,
Dedza,DZ,1718,MCM/MOH/HC/299,1718,Mayani Health Centre,Health Centre,Government/public,Rural,,-14.096970,34.242810,,,,,,,
Dedza,DZ,1725,MCM/MOH/HC/297,1725,Mganja Health Centre,Health Centre,Government/public,Rural,,-14.420480,34.523050,,,,,,,
Dedza,DZ,1720,MCM/MOH/HC/106,1720,Mlangali Health Centre,Health Centre,Government/public,Rural,,-14.413220,34.272740,,,,,,,
Dedza,DZ,1721,MCM/MOH/HC/105,1721,Mphathi Health Centre,Health Centre,Government/public,Rural,,-14.455160,34.076830,,,,,,,
Dedza,DZ,1733,MCM/MOH/HC/169,1733,Mtakataka Health Centre,Health Centre,Government/public,Rural,,-14.227450,34.514740,,,,,,,
Dedza,DZ,1706,MCM/MOH/HC/293,1706,Chongoni College of Forestry D/Health Center,Dispensary,Government/public,Rural,,-14.319710,34.266770,,,,,,,
Dedza,DZ,1739,MCM/MOH/HC/295,1749,Kaname/Mdeza Dispensary/Health Center,Dispensary,Government/public,Rural,,-14.235170,33.967700,,,,,,,
Dedza,DZ,1731,MCM/MOH/HC/294,1731,Mjini Dispensary/Health Center,Dispensary,Government/public,Rural,,-14.044570,34.238670,,,,,,,
Dedza,DZ,1732,,1732,Ntakataka Police Dispensary,Health Centre,Government/public,Rural,,-14.225810,34.511190,,,,,,,
Dedza,DZ,1724,MCM/MOH/HC/296,1724,Tsoyo Dispensary/Health Center,Dispensary,Government/public,Rural,,-14.080980,34.161380,,,,,,,
Dedza,DZ,1735,MCM/CHAM/DH/17,1735,Mua Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Urban,,-14.283070,34.509720,,,,,,,
Dedza,DZ,1701,MCM/CHAM/HC/71,1701,Bembeke Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.358250,34.424320,,,,,,,
Dedza,DZ,1711,MCM/CHAM/HC/83,1711,Kanyama Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.240150,34.323560,,,,,,,
Dedza,DZ,1714,MCM/CHAM/RH/68,1714,Kasina Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Urban,,-14.143000,34.131830,,,,,,,
Dedza,DZ,1729,,1729,Kaundu Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.293680,34.628390,,,,,,,
Dedza,DZ,1717,MCM/CHAM/RH/52,1717,Matumba Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.372830,33.905940,,,,,,,
Dedza,DZ,1719,MCM/CHAM/RH/52,1719,Mikondo Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.447670,33.939510,,,,,,,
Dedza,DZ,1722,MCM/CHAM/HC/51,1722,Mphunzi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.379330,34.175390,,,,,,,
Dedza,DZ,1723,MCM/CHAM/RH/40,1723,Mtendere Health Centre,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.322710,34.093730,,,,,,,
Dedza,DZ,1736,MCM/CHAM/RH/43,1736,Nakalanzi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.202330,34.548190,,,,,,,
Dedza,DZ,1704,,0,Chiphwanya Health Centre (St.,Health Centre,Private for profit,Rural,,-14.075470,34.253600,,,,,,,
Dedza,DZ,1738,,1738,Tiyese Maternity Clinic,Maternity,Private for profit,Rural,,-14.296130,34.162950,,,,,,,
Dedza,DZ,1740,,0,"Bowa, Labarson B. Kapiri Priva",Dispensary,Private for profit,Rural,,-14.310200,34.655810,,,,,,,
Dedza,DZ,1741,,0,"Chizimba, Richard M. Vizimba P",Dispensary,Private for profit,Rural,,-14.376570,34.333030,,,,,,,
Dedza,DZ,1742,,0,"Phuma, Damiano A. F. Tanyaze P",Dispensary,Private for profit,Rural,,-14.307780,34.081230,,,,,,,
Dedza,DZ,1743,MCM/C/064,0,Dedza BLM,Dispensary,NGO,Rural,,-14.376250,34.330350,,,,,,,
Dedza,DZ,1744,,0,Kanyerere,Health Post,Government/public,Rural,,-13.966356,34.226041,,,,,,,
Dedza,DZ,1745,,-1,Mjini,Dispensary,Government/public,Rural,,-14.044388,34.238785,,,,,,,
Dedza,DZ,1746,,0,Mpombe,Health Post,Government/public,Rural,,-13.985608,34.306285,,,,,,,
Dedza,DZ,1747,,0,Mtemwende,Health Post,Government/public,Rural,,-14.151969,34.264936,,,,,,,
Dedza,DZ,1748,,0,Chilamba,Health Post,Government/public,Rural,,-14.356998,34.235692,,,,,,,
Dedza,DZ,1749,,1749,Mdeza Health Center,Dispensary,Government/public,Rural,,-14.235172,33.967588,,,,,,,
Dedza,DZ,1750,,1750,Kachindamoto,Health Post,Government/public,Rural,,,,,,,,,,
Dedza,DZ,1751,,0,MAIC,Health Post,Government/public,Rural,,,,,,,,,,
Dedza,DZ,1752,MCM/CHAM/RH/41,-1,St Joseph's Health Center,Health Centre,Christian Health Association of Malawi (CHAM),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Ntcheu,NU,1827,MCM/MOH/DH/16,1827,Ntcheu District Hospital,District Hospital,Government/public,Urban,,-14.816980,34.638230,,,,,,,
Ntcheu,NU,1801,MCM/MOH/HC/73,1801,Bilila Health Centre,Health Centre,Government/public,Rural,,-14.824890,34.851340,,,,,,,
Ntcheu,NU,1802,MCM/MOH/HC/81,1802,Biliwiri Health Cnetre,Health Centre,Government/public,Rural,,-14.817000,34.638306,,,,,,,
Ntcheu,NU,1803,MCM/MOH/HC/76,1803,Bwanje Health Centre,Health Centre,Government/public,Rural,,-14.648570,34.774450,,,,,,,
Ntcheu,NU,1838,,1838,Champiti Health Centre,Health Centre,Government/public,Rural,,-14.902410,34.731850,,,,,,,
Ntcheu,NU,1805,MCM/MOH/HC/78,1805,Chikande Health Centre,Health Centre,Government/public,Rural,,-14.772610,34.907680,,,,,,,
Ntcheu,NU,1806,MCM/MOH/HC/86,1806,Doviko Health Centre,Health Centre,Government/public,Rural,,-15.082200,34.590940,,,,,,,
Ntcheu,NU,1839,MCM/MOH/HC/85,1839,Dzunje Health Centre,Health Centre,Government/public,Rural,,-14.807870,34.736080,,,,,,,
Ntcheu,NU,1811,,1811,Kampanje Health Centre,Health Centre,Government/public,Rural,,-14.599470,34.586840,,,,,,,
Ntcheu,NU,1812,MCM/MOH/HC/74,1812,Kandeu Health Centre,Health Centre,Government/public,Rural,,-14.602620,34.616210,,,,,,,
Ntcheu,NU,1813,MCM/MOH/HC/84,1813,Kapeni Health Centre,Health Centre,Government/public,Rural,,-15.005110,34.770590,,,,,,,
Ntcheu,NU,1814,MCM/MOH/HC/75,1814,Kasinje Health Centre,Health Centre,Government/public,Rural,,-14.523150,34.676420,,,,,,,
Ntcheu,NU,1815,MCM/MOH/HC/80,1815,Katsekera Health Centre,Health Centre,Government/public,Rural,,-15.033360,34.640720,,,,,,,
Ntcheu,NU,1816,MCM/MOH/HC/82,1816,Lizulu Health Centre,Health Centre,Government/public,Rural,,-14.517750,34.465470,,,,,,,
Ntcheu,NU,1817,,1817,Manjawira Health Centre,Health Centre,Government/public,Rural,,-15.002540,34.857090,,,,,,,
Ntcheu,NU,1820,MCM/MOH/HC/79,1820,Mlangeni Health Centre,Health Centre,Government/public,Rural,,-14.676620,34.536720,,,,,,,
Ntcheu,NU,1826,MCM/MOH/HC/77,1826,Nsiyaludzu Health Centre,Health Centre,Government/public,Rural,,-14.936480,34.874250,,,,,,,
Ntcheu,NU,1810,,0,Kaloga Maternity,Maternity,Government/public,Rural,,-14.907060,34.580440,,,,,,,
Ntcheu,NU,1807,,1807,Dzonzi Mvai Dispensary,Dispensary,Government/public,Rural,,-14.948270,34.643060,,,,,,,
Ntcheu,NU,1840,MCM/MOH/HC/83,1840,Masasa Dispensary,Dispensary,Government/public,Rural,,-14.433400,34.422430,,,,,,,
Ntcheu,NU,1822,,1822,Mphepozinayi Dispensary,Dispensary,Government/public,Rural,,-14.735860,34.661150,,,,,,,
Ntcheu,NU,1841,,1833,Namisu Dispensary,Dispensary,Government/public,Rural,,-15.083520,34.781380,,,,,,,
Ntcheu,NU,1842,,1842,Phanga Dispensary,Dispensary,Government/public,Rural,,-14.344980,34.720160,,,,,,,
Ntcheu,NU,1843,,0,Likudzi U5 Clinic Health Post,Health Post,Government/public,Rural,,-15.110150,34.829450,,,,,,,
Ntcheu,NU,1844,,0,Machereza Health Post,Health Post,Government/public,Rural,,-15.206650,34.847610,,,,,,,
Ntcheu,NU,1836,MCM/CHAM/RH/42,1836,Sr. Tereza Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.999020,34.828150,,,,,,,
Ntcheu,NU,1804,MCM/CHAM/HC/52,1804,Chigodi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.491940,34.541260,,,,,,,
Ntcheu,NU,1808,MCM/CHAM/RH/24,1808,Ganya Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.609640,34.618080,,,,,,,
Ntcheu,NU,1809,MCM/CHAM/RH/02,1809,Gowa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.699060,34.590010,,,,,,,
Ntcheu,NU,1841,MCM/CHAM/HC/73,1841,Lake View Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.642510,34.553710,,,,,,,
Ntcheu,NU,1818,MCM/CHAM/RH/35,1818,Matanda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.105160,34.668450,,,,,,,
Ntcheu,NU,1819,MCM/CHAM/HC/58,1819,Mlanda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Urban,,-14.478860,34.459880,,,,,,,
Ntcheu,NU,1823,MCM/CHAM/RH/22,1823,Mtonda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.020000,34.751440,,,,,,,
Ntcheu,NU,1828,MCM/CHAM/RH/30,0,Mzama Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.893750,34.585970,,,,,,,
Ntcheu,NU,1825,MCM/CHAM/RH/29,1825,Nsipe Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.864340,34.752330,,,,,,,
Ntcheu,NU,1829,MCM/CHAM/HC/19,1829,Senzani Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.078650,34.857830,,,,,,,
Ntcheu,NU,1830,MCM/CHAM/RH/28,1830,Sharpe Valley Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.611030,34.736900,,,,,,,
Ntcheu,NU,1831,MCM/CHAM/RH/33,1831,Tsangano Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.174010,34.611170,,,,,,,
Ntcheu,NU,1824,,0,Mluma Dispensary,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-14.718940,34.635500,,,,,,,
Ntcheu,NU,1845,MCM/C/175,1845,Chiole Clinic,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-14.797430,34.642650,,,,,,,
Ntcheu,NU,1846,,0,"Chiwambo, Kinwell JBT Kanandi",Dispensary,Private for profit,Urban,,-14.777200,34.569240,,,,,,,
Ntcheu,NU,1847,,0,"Lipande, MacDonald. Tachira Bi",Dispensary,Private for profit,Rural,,-14.651060,34.556600,,,,,,,
Ntcheu,NU,1848,,0,"Pasulani, Emerson E. Chilitsen",Dispensary,Private for profit,Urban,,-14.815170,34.643740,,,,,,,
Ntcheu,NU,1849,,0,"Phalira, Hudson J. Machanza Pr",Dispensary,Private for profit,Rural,,-14.650350,34.560740,,,,,,,
Ntcheu,NU,1850,MCM/C/213,0,Solomon Village Clinic,Dispensary,Mission/ Faith-based (other than CHAM),Rural,,-14.708210,34.870770,,,,,,,
Ntcheu,NU,1851,MCM/C/088,0,BLM Ntcheu Clinic,Dispensary,NGO,Urban,,-14.813940,34.635120,,,,,,,
Ntcheu,NU,1852,MCM/C/222,0,FamilyPlanning Association of Malawi Clinic,Dispensary,NGO,Urban,,-14.809350,34.625610,,,,,,,
Ntcheu,NU,1853,,0,Matchereza Health Post,Health Post,Government/public,Rural,,-15.206750,34.847900,,,,,,,
Ntcheu,NU,1854,,1854,Chikowa Dispensary,Dispensary,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1855,,0,Kwataine Dispensary,Dispensary,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1856,,0,Muluma,Health Post,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1857,,0,Bayani,Health Post,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1858,,0,Kalimanjira,Health Post,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1859,,0,Mikoke,Health Post,Government/public,Rural,,,,,,,,,,
Ntcheu,NU,1860,,0,Kambilonjo Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Ntcheu,NU,1861,MCM/C/212,0,Matewere Village Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mangochi,MH,2517,,2549,Mangochi District Hospital,District Hospital,Government/public,Urban,83702,-14.481910,35.265270,,,,,,,
Mangochi,MH,2539,,2561,Assalam Clinic,Dispensary,Mission/ Faith-based (other than CHAM),Rural,10042,-14.545370,35.192210,,,,,,,
Mangochi,MH,2581,,0,Bamuzi Post,Health Post,Government/public,,,,,,,,,,,
Mangochi,MH,2567,MCM/C/152,2567,Billy Riordan Memorial Dispensary,Dispensary,NGO,Rural,,-14.032050,34.840440,,,,,,,
Mangochi,MH,2501,,2501,Chikole Health Centre,Health Centre,Government/public,Rural,8456,-14.422000,35.384270,,,,,,,
Mangochi,MH,2502,,2502,Chilipa Health Centre,Health Centre,Government/public,Rural,34522,-14.699600,34.973200,,,,,,,
Mangochi,MH,2541,,0,Chilonga Health care,Health Centre,Government/public,Rural,16991,-14.466840,34.870970,,,,,,,
Mangochi,MH,2532,,2536,Chiponde Dispensary,Dispensary,Government/public,Rural,10951,-14.373410,35.601700,,,,,,,
Mangochi,MH,2503,,2503,Chiumbangame Dispensary,Dispensary,Government/public,Rural,9942,-14.317390,35.557210,,,,,,,
Mangochi,MH,2533,,2540,Chiunda Dispensary,Dispensary,Government/public,Rural,36825,-14.777440,35.439010,,,,,,,
Mangochi,MH,2534,,2541,Iba Dispensary,Dispensary,Government/public,Rural,17887,-14.307110,35.397070,,,,,,,
Mangochi,MH,2504,,2504,Jalasi Health Centre,Health Centre,Government/public,Rural,30176,-14.362980,35.442530,,,,,,,
Mangochi,MH,2535,,2542,Kadango Dispensary,Dispensary,Government/public,Rural,12898,-14.062230,35.186290,,,,,,,
Mangochi,MH,2562,,0,"Kanyerere, Stuart. Stuka Priva",Dispensary,Private for profit,Urban,,-14.482450,35.261280,,,,,,,
Mangochi,MH,2566,MCM/CHAM/HC/08,2566,Kapire Dream Centre,Dispensary,NGO,Rural,,-14.786000,34.999020,,,,,,,
Mangochi,MH,2505,,2505,Kapire Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,13698,-14.785760,34.999450,,,,,,,
Mangochi,MH,2506,MCM/CHAM/RH/14,2506,Katema Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,36223,-14.525630,35.037610,,,,,,,
Mangochi,MH,2507,,2507,Katuli Health Centre,Health Centre,Government/public,Rural,31442,-14.179620,35.444760,,,,,,,
Mangochi,MH,2563,,0,"Kayumba, Jerome. Tulame Privat",Dispensary,Private for profit,Rural,,-14.693460,35.179770,,,,,,,
Mangochi,MH,2508,MCM/CHAM/HC/17,2508,Koche Community Hospital,Health Centre,Christian Health Association of Malawi (CHAM),Rural,47701,-14.333430,35.143350,,,,,,,
Mangochi,MH,2509,,2509,Kukalanga Dispensary,Dispensary,Government/public,Rural,44776,-14.637440,35.180310,,,,,,,
Mangochi,MH,2578,,-1,Liwonde Medical Clinic,Dispensary,Private for profit,Rural,,-15.06782,35.22473,,,,,,,
Mangochi,MH,2510,MCM/CHAM/RH/14,2510,Lugola Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,19695,-13.961440,35.142850,,,,,,,
Mangochi,MH,2572,,0,Lukoloma Health Post,Dispensary,Government/public,Rural,,-13.834763,35.103171,,,,,,,
Mangochi,MH,2511,,2511,Lulanga Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,42834,-13.687440,34.917420,,,,,,,
Mangochi,MH,2512,,2512,Lungwena Health Centre,Health Centre,Government/public,Rural,36455,-14.245010,35.248040,,,,,,,
Mangochi,MH,2513,,2513,Luwalika Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,25972,-14.237970,35.469520,,,,,,,
Mangochi,MH,2580,MCM/C/155,2580,Madinah Social Services Mobile Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mangochi,MH,2514,MCM/CHAM/HC/63,2514,Makanjira Health Centre,Health Centre,Government/public,Rural,42460,-13.715910,35.047040,,,,,,,
Mangochi,MH,2569,,2569,Malalwi Army Marine Dispensary,Dispensary,Government/public,Urban,,-14.073000,34.916840,,,,,,,
Mangochi,MH,2545,MCM/C/004,2545,Maldeco Fisheries Clinic,Dispensary,Government/public,Rural,,-14.333500,35.149200,,,,,,,
Mangochi,MH,2515,,2515,Malembo Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,34024,-14.236280,34.825240,,,,,,,
Mangochi,MH,2555,,0,Maleta Health Post,Health Post,Government/public,Rural,,-13.929420,35.263550,,,,,,,
Mangochi,MH,2536,,2546,Malombe Dispensary,Dispensary,Government/public,Rural,23316,-14.630500,35.349120,,,,,,,
Mangochi,MH,2542,,2547,Malukula Health Centre,Health Centre,Government/public,Rural,10541,-14.443620,35.355820,,,,,,,
Mangochi,MH,2564,MCM/C/262,2564,Mama Khadija Private Clinic Na,Dispensary,Private for profit,Rural,,-14.370800,35.494050,,,,,,,
Mangochi,MH,2568,MCM/C/074,0,Mangochi BLM,Dispensary,NGO,Urban,,-14.481850,35.261570,,,,,,,
Mangochi,MH,2573,,0,Maoni Health Post,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-14.51126,34.997467,,,,,,,
Mangochi,MH,2518,MCM/CHAM/RH/16,2518,Mase Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,33739,-14.580960,35.363860,,,,,,,
Mangochi,MH,2556,,0,Mbalama Dispensary,Dispensary,Government/public,Rural,,-14.714350,35.498460,,,,,,,
Mangochi,MH,2519,,2519,Mkumba Health Centre,Health Centre,Government/public,Rural,48676,-14.594600,35.525170,,,,,,,
Mangochi,MH,2520,,2520,Monkeybay Community Hospital,Rural/Community Hospital,Government/public,Rural,46984,-14.084680,34.911040,,,,,,,
Mangochi,MH,2521,,2521,Mpondasi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,20776,-14.453470,35.243870,,,,,,,
Mangochi,MH,2537,,2533,Mtimabi Health Centre,Health Centre,Government/public,Rural,38758,-14.611110,35.082730,,,,,,,
Mangochi,MH,2531,MCM/CHAM/RH/62,2550,Mulibwanji Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,8282,-14.511450,35.587970,,,,,,,
